"161,555"	"533,820"	"120,750"	"197,784"	"130,711"					
"165,689"	"572,637"	"130,856"	"220,753"	"149,086"					
"194,630"	"636,720"	"159,797"	"247,167"	"172,973"					
"215,531"	"678,064"	"176,794"	"265,083"	"188,592"					
"229,312"	"697,358"	"186,670"	"272,663"	"191,119"					
"236,662"	"708,612"	"193,331"	"275,648"	"196,172"					
"237,811"	"705,856"	"191,034"	"277,256"	"193,645"					
"236,892"	"708,842"	"191,953"	"274,959"	"194,564"					
"237,811"	"708,153"	"194,939"	"273,581"	"194,105"					
"238,041"	"705,627"	"195,169"	"271,973"	"194,564"					
"235,973"	"701,262"	"194,939"	"270,595"	"196,172"					
"232,758"	"701,492"	"194,939"	"268,528"	"196,402"					
"235,284"	"704,478"	"196,777"	"269,677"	"193,186"					
"210,708"	"704,937"	"182,306"	"275,419"	"180,783"					
"240,567"	"704,248"	"182,536"	"276,337"	"181,012"					
"237,352"	"695,980"	"180,009"	"274,730"	"178,716"					
"237,811"	"692,994"	"180,009"	"272,662"	"179,405"					
"235,055"	"697,587"	"179,320"	"274,959"	"178,486"					
"240,108"	"701,033"	"182,306"	"274,959"	"180,323"					
"242,175"	"702,641"	"185,522"	"277,486"	"182,391"					
"238,730"	"700,803"	"186,441"	"272,662"	"185,606"					
"237,811"	"700,573"	"185,981"	"269,906"	"185,147"					
"241,716"	"705,856"	"188,737"	"275,189"	"186,525"					
"243,553"	"704,019"	"190,575"	"275,189"	"185,836"					
"240,567"	"695,750"	"189,427"	"266,231"	"186,525"					
"240,797"	"698,277"	"192,412"	"263,934"	"186,525"					
"240,338"	"700,114"	"190,116"	"263,705"	"182,850"					
"235,055"	"678,064"	"179,091"	"251,302"	"167,461"					
"212,316"	"618,805"	"155,892"	"225,117"	"141,506"					
"188,658"	"569,192"	"133,153"	"206,053"	"128,184"					
"165,689"	"543,237"	"123,736"	"201,230"	"133,008"					
"170,512"	"591,702"	"137,747"	"226,266"	"158,503"					
"194,630"	"652,339"	"161,864"	"254,287"	"178,256"					
"218,747"	"692,075"	"178,861"	"271,973"	"189,970"					
"232,069"	"708,612"	"190,805"	"278,864"	"198,928"					
"233,906"	"707,005"	"191,264"	"277,256"	"197,091"					
"233,217"	"701,033"	"189,886"	"273,122"	"191,119"					
"234,136"	"703,100"	"192,412"	"273,581"	"195,942"					
"230,002"	"694,142"	"190,575"	"269,906"	"193,875"					
"231,609"	"694,831"	"192,412"	"266,691"	"192,956"					
"232,758"	"700,344"	"195,398"	"268,987"	"194,564"					
"235,055"	"703,100"	"193,791"	"269,677"	"194,564"					
"234,136"	"699,655"	"195,628"	"268,528"	"194,105"					
"208,181"	"708,612"	"182,306"	"278,634"	"180,783"					
"241,027"	"706,545"	"181,847"	"275,419"	"182,391"					
"239,419"	"699,884"	"181,617"	"276,797"	"179,864"					
"238,500"	"697,358"	"181,158"	"275,189"	"182,620"					
"234,366"	"696,209"	"180,469"	"273,811"	"181,702"					
"238,270"	"699,195"	"183,914"	"273,352"	"185,147"					
"238,500"	"698,966"	"184,373"	"276,108"	"180,094"					
"239,648"	"698,966"	"182,766"	"271,055"	"182,850"					
"238,730"	"694,602"	"185,752"	"271,514"	"184,228"					
"238,730"	"697,817"	"188,278"	"272,433"	"185,606"					
"241,945"	"704,248"	"189,656"	"271,973"	"188,362"					
"243,323"	"706,316"	"191,953"	"272,203"	"189,970"					
"238,500"	"702,411"	"193,561"	"268,069"	"187,214"					
"237,811"	"695,291"	"189,197"	"263,245"	"180,323"					
"230,461"	"679,212"	"177,942"	"252,909"	"166,542"					
"212,086"	"621,791"	"155,203"	"228,792"	"144,262"					
"179,470"	"559,775"	"131,316"	"203,067"	"130,252"					
"162,703"	"551,277"	"123,966"	"205,134"	"138,750"					
"169,594"	"587,337"	"141,881"	"224,198"	"160,570"					
"193,711"	"651,650"	"162,323"	"252,680"	"180,323"					
"222,192"	"693,912"	"181,158"	"272,662"	"193,645"					
"235,284"	"713,206"	"190,805"	"280,012"	"197,780"					
"234,366"	"709,531"	"193,331"	"279,553"	"196,402"					
"234,825"	"704,708"	"191,034"	"274,270"	"193,875"					
"233,217"	"702,870"	"191,034"	"271,744"	"195,712"					
"234,595"	"705,627"	"194,709"	"273,811"	"194,564"					
"235,973"	"704,708"	"194,939"	"271,973"	"195,253"					
"233,447"	"698,277"	"193,791"	"268,298"	"194,794"					
"229,312"	"694,602"	"191,953"	"263,934"	"195,023"					
"230,461"	"699,425"	"193,331"	"266,920"	"193,645"					
"208,641"	"703,559"	"178,631"	"277,027"	"181,242"					
"240,797"	"708,153"	"182,995"	"278,405"	"183,769"					
"235,973"	"704,248"	"180,009"	"277,027"	"182,161"					
"235,284"	"695,980"	"181,847"	"277,486"	"181,472"					
"233,217"	"692,305"	"177,253"	"271,744"	"177,567"					
"234,136"	"691,845"	"181,387"	"270,595"	"180,783"					
"230,920"	"687,252"	"179,091"	"267,380"	"180,323"					
"230,920"	"684,495"	"179,550"	"267,839"	"179,864"					
"232,758"	"687,252"	"181,387"	"268,987"	"179,864"					
"234,136"	"691,616"	"185,981"	"268,987"	"183,309"					
"237,581"	"697,128"	"188,508"	"269,447"	"186,525"					
"237,352"	"699,655"	"190,805"	"268,298"	"187,444"					
"236,892"	"694,142"	"190,116"	"264,853"	"186,066"					
"233,217"	"691,156"	"185,981"	"263,016"	"181,702"					
"224,489"	"662,905"	"171,511"	"247,397"	"163,786"					
"199,453"	"597,673"	"148,312"	"219,834"	"139,669"					
"174,647"	"545,075"	"128,559"	"203,297"	"133,008"					
"159,717"	"545,305"	"126,492"	"207,431"	"144,033"					
"169,594"	"596,984"	"143,259"	"229,711"	"166,312"					
"201,980"	"666,809"	"169,903"	"260,259"	"188,362"					
"224,030"	"699,425"	"185,752"	"276,337"	"195,023"					
"232,298"	"704,248"	"193,791"	"277,486"	"198,698"					
